HELP_ID	CODE	UMASK	OTHER	COMMON	WEIGHT	COUNTER	NAME	DESCRIPTION	HELP_FILE	OVERFLOW	SAV_LOWER_LIMIT	DEFAULT	CALIBRATION	PRECISE_EVENT	EM TRIGGER
12488	0x30	0xC8	0x53	0x6001	0	0,1	L2_REJECT_BUSQ.BOTH_CORES.DEMAND.M_STATE	Rejected L2 cache requests.	pmm.chm	100000	0	0	1	0	0
12511	0x30	0xDF	0x53	0x6001	0	0,1	L2_REJECT_BUSQ.BOTH_CORES.PREFETCH.MESI	Rejected L2 cache requests.	pmm.chm	100000	0	0	1	0	0
12497	0x30	0xD1	0x53	0x6001	0	0,1	L2_REJECT_BUSQ.BOTH_CORES.PREFETCH.I_STATE	Rejected L2 cache requests.	pmm.chm	100000	0	0	1	0	0
12498	0x30	0xD2	0x53	0x6001	0	0,1	L2_REJECT_BUSQ.BOTH_CORES.PREFETCH.S_STATE	Rejected L2 cache requests.	pmm.chm	100000	0	0	1	0	0
12500	0x30	0xD4	0x53	0x6001	0	0,1	L2_REJECT_BUSQ.BOTH_CORES.PREFETCH.E_STATE	Rejected L2 cache requests.	pmm.chm	100000	0	0	1	0	0
12504	0x30	0xD8	0x53	0x6001	0	0,1	L2_REJECT_BUSQ.BOTH_CORES.PREFETCH.M_STATE	Rejected L2 cache requests.	pmm.chm	100000	0	0	1	0	0
12864	0x32	0x40	0x53	0x2001	0	0,1	L2_NO_REQ.SELF	Cycles no L2 cache requests are pending.	pmm.chm	2000000	0	0	1	0	0
12992	0x32	0xC0	0x53	0x2001	0	0,1	L2_NO_REQ.BOTH_CORES	Cycles no L2 cache requests are pending.	pmm.chm	2000000	0	0	1	0	0
14848	0x3A	0x00	0x53	0x200009	0	0,1	EIST_TRANS	Number of Enhanced Intel SpeedStep(R) Technology (EIST) transitions	pmm.chm	5000	0	0	1	0	0
15296	0x3B	0xC0	0x53	0x200001	0	0,1	THERMAL_TRIP	Number of thermal trips	pmm.chm	5000	0	0	1	0	0
15360	0x3C	0x00	0x53	0x20001	0	0,1	CPU_CLK_UNHALTED.CORE_P	Core cycles when core is not halted.	pmm.chm	2000000	5	0	0	0	0
15361	0x3C	0x01	0x53	0x10000D	0	0,1	CPU_CLK_UNHALTED.BUS	Bus cycles when core is not halted.	pmm.chm	400000	5	0	1	0	0
15362	0x3C	0x02	0x53	0x20001	0	0,1	CPU_CLK_UNHALTED.NO_OTHER	Bus cycles when core is active and the other is halted.	pmm.chm	400000	5	0	1	0	0
51	0x0	0x00	0x53	0x2000F	0	33	CPU_CLK_UNHALTED.CORE	Core cycles when core is not halted.	pmm.chm	2000000	5	1	0	0	1
52	0x0	0x00	0x53	0x200001	0	34	CPU_CLK_UNHALTED.REF	Reference cycles when core is not halted.	pmm.chm	2000000	5	1	0	0	2
16399	0x40	0x0F	0x53	0x1009	0	0,1	L1D_CACHE_LD.MESI	L1 cacheable data reads.	pmm.chm	1000000	0	0	1	0	0
16385	0x40	0x01	0x53	0x1001	0	0,1	L1D_CACHE_LD.I_STATE	L1 cacheable data reads.	pmm.chm	1000000	0	0	1	0	0
16386	0x40	0x02	0x53	0x1001	0	0,1	L1D_CACHE_LD.S_STATE	L1 cacheable data reads.	pmm.chm	1000000	0	0	1	0	0
16388	0x40	0x04	0x53	0x1001	0	0,1	L1D_CACHE_LD.E_STATE	L1 cacheable data reads.	pmm.chm	1000000	0	0	1	0	0
16392	0x40	0x08	0x53	0x1001	0	0,1	L1D_CACHE_LD.M_STATE	L1 cacheable data reads.	pmm.chm	1000000	0	0	1	0	0
16655	0x41	0x0F	0x53	0x1001	0	0,1	L1D_CACHE_ST.MESI	L1 cacheable data writes.	pmm.chm	500000	0	0	1	0	0
16641	0x41	0x01	0x53	0x1001	0	0,1	L1D_CACHE_ST.I_STATE	L1 cacheable data writes.	pmm.chm	500000	0	0	1	0	0
16642	0x41	0x02	0x53	0x1001	0	0,1	L1D_CACHE_ST.S_STATE	L1 cacheable data writes.	pmm.chm	500000	0	0	1	0	0
16644	0x41	0x04	0x53	0x1001	0	0,1	L1D_CACHE_ST.E_STATE	L1 cacheable data writes.	pmm.chm	500000	0	0	1	0	0
16648	0x41	0x08	0x53	0x1001	0	0,1	L1D_CACHE_ST.M_STATE	L1 cacheable data writes.	pmm.chm	500000	0	0	1	0	0
16911	0x42	0x0F	0x53	0x11009	0	0,1	L1D_CACHE_LOCK.MESI	L1 data cacheable locked reads	pmm.chm	10000	0	0	1	0	0
16897	0x42	0x01	0x53	0x11001	0	0,1	L1D_CACHE_LOCK.I_STATE	L1 data cacheable locked reads	pmm.chm	10000	0	0	1	0	0
16898	0x42	0x02	0x53	0x11001	0	0,1	L1D_CACHE_LOCK.S_STATE	L1 data cacheable locked reads	pmm.chm	10000	0	0	1	0	0
16900	0x42	0x04	0x53	0x11001	0	0,1	L1D_CACHE_LOCK.E_STATE	L1 data cacheable locked reads	pmm.chm	10000	0	0	1	0	0
16904	0x42	0x08	0x53	0x11001	0	0,1	L1D_CACHE_LOCK.M_STATE	L1 data cacheable locked reads	pmm.chm	10000	0	0	1	0	0
16912	0x42	0x10	0x53	0x11009	0	0,1	L1D_CACHE_LOCK_DURATION	Duration of L1 data cacheable locked operation.	pmm.chm	10000	0	0	1	0	0
17153	0x43	0x01	0x53	0x1001	0	0,1	L1D_ALL_REF	All references to the L1 data cache.	pmm.chm	1000000	0	0	1	0	0
17154	0x43	0x02	0x53	0x1001	0	0,1	L1D_ALL_CACHE_REF	L1 Data cacheable reads and writes.	pmm.chm	1000000	0	0	1	0	0
17679	0x45	0x0F	0x53	0x100F	0	0,1	L1D_REPL	Cache lines allocated in the L1 data cache.	pmm.chm	100000	0	0	1	0	0
17920	0x46	0x00	0x53	0x1001	0	0,1	L1D_M_REPL	Modified cache lines allocated in the L1 data cache.	pmm.chm	100000	0	0	1	0	0
18176	0x47	0x00	0x53	0x1001	0	0,1	L1D_M_EVICT	Modified cache lines evicted from the L1 data cache.	pmm.chm	100000	0	0	1	0	0
18432	0x48	0x00	0x53	0x1001	0	0,1	L1D_PEND_MISS	Total number of outstanding L1 data cache misses at any cycle.	pmm.chm	1000000	0	0	1	0	0
18689	0x49	0x01	0x53	0x1009	0	0,1	L1D_SPLIT.LOADS	Cache line split loads from the L1 data cache.	pmm.chm	500000	0	0	1	0	0
18690	0x49	0x02	0x53	0x1009	0	0,1	L1D_SPLIT.STORES	Cache line split stores to the L1 data cache.	pmm.chm	500000	0	0	1	0	0
19200	0x4B	0x00	0x53	0x80009	0	0,1	SSE_PRE_MISS.NTA	Streaming SIMD Extensions (SSE) Prefetch NTA instructions missing all cache levels.	pmm.chm	100000	0	0	1	0	0
19201	0x4B	0x01	0x53	0x80009	0	0,1	SSE_PRE_MISS.L1	Streaming SIMD Extensions (SSE) PrefetchT0 instructions missing all cache levels.	pmm.chm	100000	0	0	1	0	0
19202	0x4B	0x02	0x53	0x80009	0	0,1	SSE_PRE_MISS.L2	Streaming SIMD Extensions (SSE) PrefetchT1 and PrefetchT2 instructions missing all cache levels.	pmm.chm	100000	0	0	1	0	0
19203	0x4B	0x03	0x53	0x80001	0	0,1	SSE_PRE_MISS.STORES	Streaming SIMD Extensions (SSE) Weakly-ordered store instructions missing all cache levels.	pmm.chm	100000	0	0	1	0	0
19456	0x4C	0x00	0x53	0x80009	0	0,1	LOAD_HIT_PRE	Load operations conflicting with a software prefetch to the same address.	pmm.chm	100000	0	0	1	0	0
19984	0x4E	0x10	0x53	0x41001	0	0,1	L1D_PREFETCH.REQUESTS	L1 data cache prefetch requests	pmm.chm	100000	0	0	1	0	0
24640	0x60	0x40	0x53	0x100001	0	0,1	BUS_REQUEST_OUTSTANDING.SELF	Outstanding cacheable data read bus requests duration.	pmm.chm	1000000	0	0	1	0	0
24768	0x60	0xC0	0x53	0x100001	0	0,1	BUS_REQUEST_OUTSTANDING.BOTH_CORES.THIS_AGENT	Outstanding cacheable data read bus requests duration.	pmm.chm	1000000	0	0	1	0	0
24800	0x60	0xE0	0x53	0x100001	0	0,1	BUS_REQUEST_OUTSTANDING.ALL_AGENTS	Outstanding cacheable data read bus requests duration.	pmm.chm	1000000	0	0	1	0	0
24832	0x61	0x00	0x53	0x100001	0	0,1	BUS_BNR_DRV.THIS_AGENT	Number of Bus Not Ready signals asserted.	pmm.chm	1000000	0	0	1	0	0
24864	0x61	0x20	0x53	0x100009	0	0,1	BUS_BNR_DRV.ALL_AGENTS	Number of Bus Not Ready signals asserted.	pmm.chm	1000000	0	0	1	0	0
25088	0x62	0x00	0x53	0x100001	0	0,1	BUS_DRDY_CLOCKS.THIS_AGENT	Bus cycles when data is sent on the bus.	pmm.chm	100000	0	0	1	0	0
25120	0x62	0x20	0x53	0x10000D	0	0,1	BUS_DRDY_CLOCKS.ALL_AGENTS	Bus cycles when data is sent on the bus.	pmm.chm	100000	0	0	1	0	0
25408	0x63	0x40	0x53	0x110001	0	0,1	BUS_LOCK_CLOCKS.SELF	Bus cycles when a LOCK signal is asserted.	pmm.chm	100000	0	0	1	0	0
25536	0x63	0xC0	0x53	0x110001	0	0,1	BUS_LOCK_CLOCKS.BOTH_CORES.THIS_AGENT	Bus cycles when a LOCK signal is asserted.	pmm.chm	100000	0	0	1	0	0
25568	0x63	0xE0	0x53	0x110001	0	0,1	BUS_LOCK_CLOCKS.ALL_AGENTS	Bus cycles when a LOCK signal is asserted.	pmm.chm	100000	0	0	1	0	0
25664	0x64	0x40	0x53	0x100001	0	0,1	BUS_DATA_RCV.SELF	Bus cycles while processor receives data.	pmm.chm	100000	0	0	1	0	0
25792	0x64	0xC0	0x53	0x100001	0	0,1	BUS_DATA_RCV.BOTH_CORES	Bus cycles while processor receives data.	pmm.chm	100000	0	0	1	0	0
25920	0x65	0x40	0x53	0x100009	0	0,1	BUS_TRANS_BRD.SELF	Burst read bus transactions.	pmm.chm	100000	0	0	1	0	0
26048	0x65	0xC0	0x53	0x100001	0	0,1	BUS_TRANS_BRD.BOTH_CORES.THIS_AGENT	Burst read bus transactions.	pmm.chm	100000	0	0	1	0	0
26080	0x65	0xE0	0x53	0x100001	0	0,1	BUS_TRANS_BRD.ALL_AGENTS	Burst read bus transactions.	pmm.chm	100000	0	0	1	0	0
26176	0x66	0x40	0x53	0x100009	0	0,1	BUS_TRANS_RFO.SELF	RFO bus transactions.	pmm.chm	100000	0	0	1	0	0
26304	0x66	0xC0	0x53	0x100001	0	0,1	BUS_TRANS_RFO.BOTH_CORES.THIS_AGENT	RFO bus transactions.	pmm.chm	100000	0	0	1	0	0
26336	0x66	0xE0	0x53	0x100001	0	0,1	BUS_TRANS_RFO.ALL_AGENTS	RFO bus transactions.	pmm.chm	100000	0	0	1	0	0
26432	0x67	0x40	0x53	0x100009	0	0,1	BUS_TRANS_WB.SELF	Explicit writeback bus transactions.	pmm.chm	100000	0	0	1	0	0
26560	0x67	0xC0	0x53	0x100001	0	0,1	BUS_TRANS_WB.BOTH_CORES.THIS_AGENT	Explicit writeback bus transactions.	pmm.chm	100000	0	0	1	0	0
26592	0x67	0xE0	0x53	0x100001	0	0,1	BUS_TRANS_WB.ALL_AGENTS	Explicit writeback bus transactions.	pmm.chm	100000	0	0	1	0	0
26688	0x68	0x40	0x53	0x100001	0	0,1	BUS_TRANS_IFETCH.SELF	Instruction-fetch bus transactions.	pmm.chm	100000	0	0	1	0	0
26816	0x68	0xC0	0x53	0x100001	0	0,1	BUS_TRANS_IFETCH.BOTH_CORES.THIS_AGENT	Instruction-fetch bus transactions.	pmm.chm	100000	0	0	1	0	0
26848	0x68	0xE0	0x53	0x100001	0	0,1	BUS_TRANS_IFETCH.ALL_AGENTS	Instruction-fetch bus transactions.	pmm.chm	100000	0	0	1	0	0
26944	0x69	0x40	0x53	0x100001	0	0,1	BUS_TRANS_INVAL.SELF	Invalidate bus transactions.	pmm.chm	100000	0	0	1	0	0
27072	0x69	0xC0	0x53	0x100001	0	0,1	BUS_TRANS_INVAL.BOTH_CORES.THIS_AGENT	Invalidate bus transactions.	pmm.chm	100000	0	0	1	0	0
27104	0x69	0xE0	0x53	0x100001	0	0,1	BUS_TRANS_INVAL.ALL_AGENTS	Invalidate bus transactions.	pmm.chm	100000	0	0	1	0	0
27200	0x6A	0x40	0x53	0x100001	0	0,1	BUS_TRANS_PWR.SELF	Partial write bus transaction.	pmm.chm	100000	0	0	1	0	0
27328	0x6A	0xC0	0x53	0x100001	0	0,1	BUS_TRANS_PWR.BOTH_CORES.THIS_AGENT	Partial write bus transaction.	pmm.chm	100000	0	0	1	0	0
27360	0x6A	0xE0	0x53	0x100001	0	0,1	BUS_TRANS_PWR.ALL_AGENTS	Partial write bus transaction.	pmm.chm	100000	0	0	1	0	0
27456	0x6B	0x40	0x53	0x100001	0	0,1	BUS_TRANS_P.SELF	Partial bus transactions.	pmm.chm	100000	0	0	1	0	0
27584	0x6B	0xC0	0x53	0x100001	0	0,1	BUS_TRANS_P.BOTH_CORES.THIS_AGENT	Partial bus transactions.	pmm.chm	100000	0	0	1	0	0
27616	0x6B	0xE0	0x53	0x100001	0	0,1	BUS_TRANS_P.ALL_AGENTS	Partial bus transactions.	pmm.chm	100000	0	0	1	0	0
27712	0x6C	0x40	0x53	0x100001	0	0,1	BUS_TRANS_IO.SELF	IO bus transactions.	pmm.chm	100000	0	0	1	0	0
27840	0x6C	0xC0	0x53	0x100001	0	0,1	BUS_TRANS_IO.BOTH_CORES.THIS_AGENT	IO bus transactions.	pmm.chm	100000	0	0	1	0	0
27872	0x6C	0xE0	0x53	0x100001	0	0,1	BUS_TRANS_IO.ALL_AGENTS	IO bus transactions.	pmm.chm	100000	0	0	1	0	0
27968	0x6D	0x40	0x53	0x100001	0	0,1	BUS_TRANS_DEF.SELF	Deferred bus transactions.	pmm.chm	100000	0	0	1	0	0
28096	0x6D	0xC0	0x53	0x100001	0	0,1	BUS_TRANS_DEF.BOTH_CORES.THIS_AGENT	Deferred bus transactions.	pmm.chm	100000	0	0	1	0	0
28128	0x6D	0xE0	0x53	0x100001	0	0,1	BUS_TRANS_DEF.ALL_AGENTS	Deferred bus transactions.	pmm.chm	100000	0	0	1	0	0
28224	0x6E	0x40	0x53	0x100001	0	0,1	BUS_TRANS_BURST.SELF	Burst (full cache-line) bus transactions.	pmm.chm	100000	0	0	1	0	0
28352	0x6E	0xC0	0x53	0x100001	0	0,1	BUS_TRANS_BURST.BOTH_CORES.THIS_AGENT	Burst (full cache-line) bus transactions.	pmm.chm	100000	0	0	1	0	0
28384	0x6E	0xE0	0x53	0x100001	0	0,1	BUS_TRANS_BURST.ALL_AGENTS	Burst (full cache-line) bus transactions.	pmm.chm	100000	0	0	1	0	0
28480	0x6F	0x40	0x53	0x100001	0	0,1	BUS_TRANS_MEM.SELF	Memory bus transactions.	pmm.chm	100000	0	0	1	0	0
28608	0x6F	0xC0	0x53	0x100001	0	0,1	BUS_TRANS_MEM.BOTH_CORES.THIS_AGENT	Memory bus transactions.	pmm.chm	100000	0	0	1	0	0
28640	0x6F	0xE0	0x53	0x100001	0	0,1	BUS_TRANS_MEM.ALL_AGENTS	Memory bus transactions.	pmm.chm	100000	0	0	1	0	0
28736	0x70	0x40	0x53	0x100001	0	0,1	BUS_TRANS_ANY.SELF	All bus transactions.	pmm.chm	100000	0	0	1	0	0
28864	0x70	0xC0	0x53	0x100001	0	0,1	BUS_TRANS_ANY.BOTH_CORES.THIS_AGENT	All bus transactions.	pmm.chm	100000	0	0	1	0	0
28896	0x70	0xE0	0x53	0x10000D	0	0,1	BUS_TRANS_ANY.ALL_AGENTS	All bus transactions.	pmm.chm	100000	0	0	1	0	0
30475	0x77	0x0B	0x53	0x120001	0	0,1	EXT_SNOOP.THIS_AGENT.ANY	External snoops.	pmm.chm	100000	0	0	1	0	0
30465	0x77	0x01	0x53	0x120001	0	0,1	EXT_SNOOP.THIS_AGENT.CLEAN	External snoops.	pmm.chm	100000	0	0	1	0	0
30466	0x77	0x02	0x53	0x120001	0	0,1	EXT_SNOOP.THIS_AGENT.HIT	External snoops.	pmm.chm	100000	0	0	1	0	0
30472	0x77	0x08	0x53	0x120001	0	0,1	EXT_SNOOP.THIS_AGENT.HITM	External snoops.	pmm.chm	100000	0	0	1	0	0
30507	0x77	0x2B	0x53	0x120001	0	0,1	EXT_SNOOP.ALL_AGENTS.ANY	External snoops.	pmm.chm	100000	0	0	1	0	0
30497	0x77	0x21	0x53	0x120001	0	0,1	EXT_SNOOP.ALL_AGENTS.CLEAN	External snoops.	pmm.chm	100000	0	0	1	0	0
30498	0x77	0x22	0x53	0x120001	0	0,1	EXT_SNOOP.ALL_AGENTS.HIT	External snoops.	pmm.chm	100000	0	0	1	0	0
30504	0x77	0x28	0x53	0x120009	0	0,1	EXT_SNOOP.ALL_AGENTS.HITM	External snoops.	pmm.chm	100000	0	0	1	0	0
30787	0x78	0x43	0x53	0x21001	0	0,1	CMP_SNOOP.SELF.ANY	L1 data cache is snooped by other core.	pmm.chm	100000	0	0	1	0	0
30785	0x78	0x41	0x53	0x21001	0	0,1	CMP_SNOOP.SELF.SHARE	L1 data cache is snooped by other core.	pmm.chm	100000	0	0	1	0	0
30786	0x78	0x42	0x53	0x21001	0	0,1	CMP_SNOOP.SELF.INVALIDATE	L1 data cache is snooped by other core.	pmm.chm	100000	0	0	1	0	0
30915	0x78	0xC3	0x53	0x21001	0	0,1	CMP_SNOOP.BOTH_CORES.ANY	L1 data cache is snooped by other core.	pmm.chm	100000	0	0	1	0	0
30913	0x78	0xC1	0x53	0x21001	0	0,1	CMP_SNOOP.BOTH_CORES.SHARE	L1 data cache is snooped by other core.	pmm.chm	100000	0	0	1	0	0
30914	0x78	0xC2	0x53	0x21001	0	0,1	CMP_SNOOP.BOTH_CORES.INVALIDATE	L1 data cache is snooped by other core.	pmm.chm	100000	0	0	1	0	0
31232	0x7A	0x00	0x53	0x120001	0	0,1	BUS_HIT_DRV.THIS_AGENT	HIT signal asserted.	pmm.chm	100000	0	0	1	0	0
31264	0x7A	0x20	0x53	0x120001	0	0,1	BUS_HIT_DRV.ALL_AGENTS	HIT signal asserted.	pmm.chm	100000	0	0	1	0	0
31488	0x7B	0x00	0x53	0x120001	0	0,1	BUS_HITM_DRV.THIS_AGENT	HITM signal asserted.	pmm.chm	100000	0	0	1	0	0
31520	0x7B	0x20	0x53	0x120001	0	0,1	BUS_HITM_DRV.ALL_AGENTS	HITM signal asserted.	pmm.chm	100000	0	0	1	0	0
32064	0x7D	0x40	0x53	0x100001	0	0,1	BUSQ_EMPTY.SELF	Bus queue is empty.	pmm.chm	100000	0	0	1	0	0
32192	0x7D	0xC0	0x53	0x100001	0	0,1	BUSQ_EMPTY.BOTH_CORES	Bus queue is empty.	pmm.chm	100000	0	0	1	0	0
32320	0x7E	0x40	0x53	0x120001	0	0,1	SNOOP_STALL_DRV.SELF	Bus stalled for snoops.	pmm.chm	100000	0	0	1	0	0
32448	0x7E	0xC0	0x53	0x120001	0	0,1	SNOOP_STALL_DRV.BOTH_CORES.THIS_AGENT	Bus stalled for snoops.	pmm.chm	100000	0	0	1	0	0
32480	0x7E	0xE0	0x53	0x120001	0	0,1	SNOOP_STALL_DRV.ALL_AGENTS	Bus stalled for snoops.	pmm.chm	100000	0	0	1	0	0
32576	0x7F	0x40	0x53	0x100001	0	0,1	BUS_IO_WAIT.SELF	IO requests waiting in the bus queue.	pmm.chm	100000	0	0	1	0	0
32704	0x7F	0xC0	0x53	0x100001	0	0,1	BUS_IO_WAIT.BOTH_CORES	IO requests waiting in the bus queue.	pmm.chm	100000	0	0	1	0	0
32768	0x80	0x00	0x53	0x11	0	0,1	L1I_READS	Instruction fetches.	pmm.chm	2000000	0	0	1	0	0
33024	0x81	0x00	0x53	0x19	0	0,1	L1I_MISSES	Instruction Fetch Unit misses.	pmm.chm	100000	0	0	1	0	0
33282	0x82	0x02	0x53	0x8011	0	0,1	ITLB.SMALL_MISS	ITLB small page misses.	pmm.chm	10000	0	0	1	0	0
33296	0x82	0x10	0x53	0x8011	0	0,1	ITLB.LARGE_MISS	ITLB large page misses.	pmm.chm	10000	0	0	1	0	0
33344	0x82	0x40	0x53	0x8011	0	0,1	ITLB.FLUSH	ITLB flushes.	pmm.chm	1	0	0	1	0	0
33298	0x82	0x12	0x53	0x8011	0	0,1	ITLB.MISSES	ITLB misses.	pmm.chm	10000	0	0	1	0	0
33538	0x83	0x02	0x53	0x11	0	0,1	INST_QUEUE.FULL	Cycles during which the instruction queue is full.	pmm.chm	100000	0	0	1	0	0
34304	0x86	0x00	0x53	0x19	0	0,1	CYCLES_L1I_MEM_STALLED	Cycles during which instruction fetches are stalled.	pmm.chm	100000	0	0	1	0	0
34560	0x87	0x00	0x53	0x29	0	0,1	ILD_STALL	Instruction Length Decoder stall cycles due to a length changing prefix.	pmm.chm	100000	0	0	1	0	0
34816	0x88	0x00	0x53	0x441	0	0,1	BR_INST_EXEC	Branch instructions executed.	pmm.chm	1000000	0	0	1	0	0
35072	0x89	0x00	0x53	0x41	0	0,1	BR_MISSP_EXEC	Mispredicted branch instructions executed.	pmm.chm	100000	0	0	1	0	0
35328	0x8A	0x00	0x53	0x41	0	0,1	BR_BAC_MISSP_EXEC	Branch instructions mispredicted at decoding.	pmm.chm	100000	0	0	1	0	0
35584	0x8B	0x00	0x53	0x441	0	0,1	BR_CND_EXEC	Conditional branch instructions executed.	pmm.chm	100000	0	0	1	0	0
35840	0x8C	0x00	0x53	0x41	0	0,1	BR_CND_MISSP_EXEC	Mispredicted conditional branch instructions executed.	pmm.chm	100000	0	0	1	0	0
36096	0x8D	0x00	0x53	0x441	0	0,1	BR_IND_EXEC	Indirect branch instructions executed.	pmm.chm	100000	0	0	1	0	0
36352	0x8E	0x00	0x53	0x41	0	0,1	BR_IND_MISSP_EXEC	Mispredicted indirect branch instructions executed.	pmm.chm	100000	0	0	1	0	0
36608	0x8F	0x00	0x53	0x449	0	0,1	BR_RET_EXEC	RET instructions executed.	pmm.chm	100000	0	0	1	0	0
36864	0x90	0x00	0x53	0x49	0	0,1	BR_RET_MISSP_EXEC	Mispredicted RET instructions executed.	pmm.chm	100000	0	0	1	0	0
37120	0x91	0x00	0x53	0x41	0	0,1	BR_RET_BAC_MISSP_EXEC	RET instructions executed mispredicted at decoding.	pmm.chm	100000	0	0	1	0	0
37376	0x92	0x00	0x53	0x441	0	0,1	BR_CALL_EXEC	CALL instructions executed	pmm.chm	100000	0	0	1	0	0
37632	0x93	0x00	0x53	0x49	0	0,1	BR_CALL_MISSP_EXEC	Mispredicted CALL instructions executed.	pmm.chm	100000	0	0	1	0	0
37888	0x94	0x00	0x53	0x449	0	0,1	BR_IND_CALL_EXEC	Indirect CALL instructions executed.	pmm.chm	100000	0	0	1	0	0
38656	0x97	0x00	0x53	0x49	0	0,1	BR_TKN_BUBBLE_1	Branch predicted taken with bubble I.	pmm.chm	100000	0	0	1	0	0
38912	0x98	0x00	0x53	0x49	0	0,1	BR_TKN_BUBBLE_2	Branch predicted taken with bubble II.	pmm.chm	100000	0	0	1	0	0
40960	0xA0	0x00	0x53	0xA01	0	0,1	RS_UOPS_DISPATCHED	Micro-ops dispatched for execution.	pmm.chm	1000000	0	0	1	0	0
41217	0xA1	0x01	0x53	0xA01	0	0	RS_UOPS_DISPATCHED.PORT_0	Cycles micro-ops dispatched for execution on port 0.	pmm.chm	1000000	0	0	1	0	0
41218	0xA1	0x02	0x53	0xA01	0	0	RS_UOPS_DISPATCHED.PORT_1	Cycles micro-ops dispatched for execution on port 1.	pmm.chm	1000000	0	0	1	0	0
41220	0xA1	0x04	0x53	0xA01	0	0	RS_UOPS_DISPATCHED.PORT_2	Cycles micro-ops dispatched for execution on port 2.	pmm.chm	1000000	0	0	1	0	0
41224	0xA1	0x08	0x53	0xA01	0	0	RS_UOPS_DISPATCHED.PORT_3	Cycles micro-ops dispatched for execution on port 3.	pmm.chm	1000000	0	0	1	0	0
41232	0xA1	0x10	0x53	0xA01	0	0	RS_UOPS_DISPATCHED.PORT_4	Cycles micro-ops dispatched for execution on port 4.	pmm.chm	1000000	0	0	1	0	0
41248	0xA1	0x20	0x53	0xA01	0	0	RS_UOPS_DISPATCHED.PORT_5	Cycles micro-ops dispatched for execution on port 5.	pmm.chm	1000000	0	0	1	0	0
43521	0xAA	0x01	0x53	0x21	0	0,1	MACRO_INSTS.DECODED	Instructions decoded.	pmm.chm	2000000	0	0	1	0	0
43528	0xAA	0x08	0x53	0x21	0	0,1	MACRO_INSTS.CISC_DECODED	CISC instructions decoded.	pmm.chm	100000	0	0	1	0	0
43777	0xAB	0x01	0x53	0x201	0	0,1	ESP.SYNCH	ESP register content synchronization.	pmm.chm	100000	0	0	1	0	0
43778	0xAB	0x02	0x53	0x201	0	0,1	ESP.ADDITIONS	ESP register automatic additions.	pmm.chm	100000	0	0	1	0	0
45056	0xB0	0x00	0x53	0x501	0	0,1	SIMD_UOPS_EXEC	SIMD micro-ops executed (excluding stores).	pmm.chm	1000000	0	0	1	0	0
45312	0xB1	0x00	0x53	0x501	0	0,1	SIMD_SAT_UOP_EXEC	SIMD saturated arithmetic micro-ops executed.	pmm.chm	1000000	0	0	1	0	0
45825	0xB3	0x01	0x53	0x501	0	0,1	SIMD_UOP_TYPE_EXEC.MUL	SIMD packed multiply micro-ops executed	pmm.chm	1000000	0	0	1	0	0
45826	0xB3	0x02	0x53	0x501	0	0,1	SIMD_UOP_TYPE_EXEC.SHIFT	SIMD packed shift micro-ops executed	pmm.chm	1000000	0	0	1	0	0
45828	0xB3	0x04	0x53	0x501	0	0,1	SIMD_UOP_TYPE_EXEC.PACK	SIMD pack micro-ops executed	pmm.chm	1000000	0	0	1	0	0
45832	0xB3	0x08	0x53	0x501	0	0,1	SIMD_UOP_TYPE_EXEC.UNPACK	SIMD unpack micro-ops executed	pmm.chm	1000000	0	0	1	0	0
45840	0xB3	0x10	0x53	0x501	0	0,1	SIMD_UOP_TYPE_EXEC.LOGICAL	SIMD packed logical micro-ops executed	pmm.chm	1000000	0	0	1	0	0
45856	0xB3	0x20	0x53	0x501	0	0,1	SIMD_UOP_TYPE_EXEC.ARITHMETIC	SIMD packed arithmetic micro-ops executed	pmm.chm	1000000	0	0	1	0	0
49152	0xC0	0x00	0x53	0x400001	0	0,1	INST_RETIRED.ANY_P	Instructions retired (precise event).	pmm.chm	2000000	5	0	0	1	0
49153	0xC0	0x01	0x53	0x401	0	0,1	INST_RETIRED.LOADS	Instructions retired, which contain a load.	pmm.chm	2000000	5	0	1	0	0
49154	0xC0	0x02	0x53	0x401	0	0,1	INST_RETIRED.STORES	Instructions retired, which contain a store.	pmm.chm	2000000	5	0	1	0	0
49156	0xC0	0x04	0x53	0x401	0	0,1	INST_RETIRED.OTHER	Instructions retired, with no load or store operation.	pmm.chm	2000000	5	0	1	0	0
50	0x0	0x00	0x53	0xF	0	32	INST_RETIRED.ANY	Instructions retired.	pmm.chm	2000000	5	1	0	0	1
49409	0xC1	0x01	0x53	0x481	0	0,1	X87_OPS_RETIRED.FXCH	FXCH instructions retired.	pmm.chm	10000	0	0	1	0	0
49662	0xC1	0xFE	0x53	0x40048D	0	0,1	X87_OPS_RETIRED.ANY	Retired floating-point computational operations (precise event).	pmm.chm	2000000	0	0	1	1	0
49665	0xC2	0x01	0x53	0xC01	0	0,1	UOPS_RETIRED.LD_IND_BR	Fused load+op or load+indirect branch retired.	pmm.chm	1000000	0	0	1	0	0
49666	0xC2	0x02	0x53	0xC01	0	0,1	UOPS_RETIRED.STD_STA	Fused store address + data retired.	pmm.chm	1000000	0	0	1	0	0
49668	0xC2	0x04	0x53	0xC01	0	0,1	UOPS_RETIRED.MACRO_FUSION	Retired instruction pairs fused into one micro-op.	pmm.chm	100000	0	0	1	0	0
